food_item,gdqs_category,mdd_adult,mdd_child,phdi_category,gdr_category,species,Edible conversion factor,Energy(kJ),Energy (kcal),Water(g),Protein(g),Fat(g),Carbohydrate available (g),Fibre(g),Ash(g),Ca(mg),Fe(mg),Mg(mg),P(mg),K(mg),Na(mg),Zn(mg),Se(mcg),Vit A-RAE(mcg),Vit A-RE(mcg),Retinol (mcg),b-carotene equivalent (mcg),Thiamin (mg),Riboflavin (mg),Niacin(mg),Dietary Folate Eq.(mcg),Food folate (mcg),Vit B12 (mcg),Vit C(mg)
"Cowpea (kunde), leaves, picked, steamed",Dark Green Leafy Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Cowpea,1,107,26,90.2,2.9,0.4,0.6,4.3,1.7,155,1.9,37,14,358,23,0.58,0,0,0,0,0,0.34,0.29,1.1,49,49,0,24
"Cucumber, green, unpeeled, raw",Other Vegetables,Other Vegetables,Other Fruits And Vegetables,Vegetables,Other Vegetables,Cucumber,0.97,47,11,96.2,0.6,0.1,1.3,1.4,0.5,20,0.7,14,20,136,22,0.18,1,0,1,0,5,0.03,0.02,0.2,7,7,0,7
"Eggplant / Brinjal, different varieties, whole edible, boiled",Other Vegetables,Other Vegetables,Other Fruits And Vegetables,Vegetables,Other Vegetables,Eggplant,1,119,29,90.1,1.3,0.3,3,4.3,1,19,0.3,14,34,108,2,0.17,0,12,24,0,141,0.03,0.03,0.4,16,16,0,1
"Eggplant / Brinjal, different varieties, whole edible, raw",Other Vegetables,Other Vegetables,Other Fruits And Vegetables,Vegetables,Other Vegetables,Eggplant,0.91,111,27,90.8,1.2,0.3,2.8,4,0.9,18,0.4,21,35,200,3,0.21,1,12,24,0,146,0.05,0.05,1,29,29,0,2
"Eggplant / Brinjal, different varieties, whole edible, stewed",Other Vegetables,Other Vegetables,Other Fruits And Vegetables,Vegetables,Other Vegetables,Eggplant,1,139,33,88.5,1.5,0.4,3.4,5,1.2,23,0.5,26,44,250,4,0.26,1,14,27,0,164,0.06,0.06,0.6,25,25,0,2
"Garden peas, fresh, boiled",Other Vegetables,Other Vegetables,Other Fruits And Vegetables,Vegetables,Other Vegetables,Green pea,1,413,98,71.1,8.3,0.7,10.4,8.5,1.1,28,2.1,19,102,131,3,3.67,2,29,57,0,343,0.2,0.09,1.6,113,113,0,26.3
"Garlic, peeled or unpeeled, fresh, raw",Others,Others,Others,No PHDI Assignment,No GDR Assignment,No Species Assignment,0.85,638,152,62,6.3,2.8,22.7,5.2,1,30,1.3,25,39,510,8,1,14,0,0,0,0,0.23,0.4,0.8,3,3,0,11
"Ginger (tangawizi), dried, ground",Others,Others,Others,No PHDI Assignment,No GDR Assignment,No Species Assignment,0.85,1400,332,9.9,6.9,4.5,59.4,12.9,6.3,152,24.3,335,310,1225,50,3.72,55,80,161,0,965,0.16,0.27,3.5,88,88,0,29
"Green Ginger (Mature), fresh, raw",Others,Others,Others,No PHDI Assignment,No GDR Assignment,No Species Assignment,0.94,374,89,73.6,2.6,1.1,13.4,7.7,1.7,46.8,1.9,38,93.7,661,18,1,2,3,6,0,35,0.03,0.06,2.5,30,30,0,8
"Green peas (minji), fresh, raw",Other Vegetables,Other Vegetables,Other Fruits And Vegetables,Vegetables,Other Vegetables,Green pea,0.41,392,93,72.5,7.9,0.7,9.8,8,1,28.2,2.63,30.15,108,249,3.66,4.65,2,30,60,0,363,0.29,0.13,2.3,216,216,0,38.4
Kale (sukuma wiki) raw,Cruciferous Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Kale,0.88,121,29,89.2,3,0.3,1.2,4.7,1.6,402,2.8,41,67,238,71,0.5,0,177,355,0,2127,0.11,0.13,1,62,62,0,134
"Kale (sukuma wiki), boiled",Cruciferous Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Kale,1,115,28,89.7,2.9,0.3,1.2,4.4,1.5,364,2,23,57,113,51,0.34,0,152,304,0,1823,0.07,0.08,0.6,30,30,0,51
"Kale (sukuma wiki), steamed",Cruciferous Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Kale,1,105,25,90.6,2.6,0.3,1.1,4.1,1.4,332,2,32,55,176,53,0.37,0,139,277,0,1665,0.08,0.1,0.7,33,33,0,64
"Kale, Ethiopian (kanzera), leaves, boiled",Cruciferous Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Ethiopian kale,1,108,26,90.8,3.1,0.6,0.2,3.8,1.5,105,4,31,43,304,5,0.48,0,101,203,0,1215,0.04,0.14,0.6,35,35,0,51
"Kale, Ethiopian (kanzera), leaves, raw",Cruciferous Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Ethiopian kale,0.61,113,27,90.4,3.3,0.6,0.2,4,1.6,117,5.7,54,51,639,7,0.7,0,118,236,0,1418,0.06,0.23,0.9,73,73,0,134
"Kale, Ethiopian (kanzera), leaves, steamed",Cruciferous Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Ethiopian kale,1,99,24,91.6,2.8,0.5,0.2,3.5,1.4,96,3.9,42,42,472,5,0.52,0,92,185,0,1109,0.04,0.18,0.6,38,38,0,64
Kitojo (Sweet Potato Leaves),Dark Green Leafy Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Sweet potato,1,596,144,74.6,3.9,12.7,1.4,4.6,2.9,97,0.9,51,31,500,648,0.26,1,138,276,0,1653,0.07,0.26,0.9,2,2,0,8.1
"Leeks, bulb and stem, boiled",Other Vegetables,Other Vegetables,Other Fruits And Vegetables,Vegetables,Other Vegetables,Leek,1,276,66,81.4,2,0.5,11.4,3.7,1,90,1.6,10,58,110,11,0.27,1,22,44,0,262,0.12,0.07,0.3,39,39,0,10
"Leeks, bulb and stem, raw",Other Vegetables,Other Vegetables,Other Fruits And Vegetables,Vegetables,Other Vegetables,Leek,0.65,229,54,84.5,1.7,0.4,9.5,3.1,0.8,78,1.8,14,54,202,17,0.3,1,20,40,0,242,0.14,0,0,64,64,0,21
"Lettuce, not further defined, raw",Other Vegetables,Other Vegetables,Other Fruits And Vegetables,Vegetables,Other Vegetables,Lettuce,1,73,17,94.4,1.2,0.2,1.9,1.6,0.7,47,1.6,24,55,201,20,0.26,1,107,214,0,1285,0.08,0.05,0.26,66,66,0,10
"Managu (Black african nightshade), indigenous, leaves, picked, boiled",Dark Green Leafy Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Black nightsha,1,121,29,89.1,3.6,0.1,1.3,4.1,1.7,91,6.2,24,58,200,7,0.46,1,2,3,0,20,0.04,0.2,0.7,192,192,0,14
"Managu (Black African nightshade), indigenous, leaves, picked, raw",Dark Green Leafy Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Black nightshade,0.52,127,31,88.6,3.8,0.1,1.3,4.3,1.8,100,8.6,41,68,421,10,0.65,1,2,4,0,24,0.06,0.32,1.1,404,404,0,36
"Managu (Black african nightshade), indigenous, leaves, picked, steamed",Dark Green Leafy Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Black nightshade,1,111,27,90.1,3.3,0.1,1.2,3.8,1.6,83,6,32,56,311,7,0.51,1,2,3,0,19,0.04,0.25,0.8,211,211,0,17
"Mint Leaves, fresh, raw",Others,Others,Others,No PHDI Assignment,No GDR Assignment,No Species Assignment,0.45,182,44,84.9,4.8,1.1,0.1,7.2,1.9,200,3.6,34,62,380,28,0.8,1,62,123,0,740,0.15,0.09,1.7,114,114,0,26
"Mushroom (uyoga), raw, canned in brine (drained)",Other Vegetables,Other Vegetables,Other Fruits And Vegetables,Vegetables,Other Vegetables,Mushroom,1,73,18,93,1.5,0.4,0.2,3.7,1.2,4,1,4,54,24,300,0,16,4,7,0,42,0.23,0.05,1.3,22,22,0,3
"Okra (mabenda), fresh, boiled",Other Vegetables,Other Vegetables,Other Fruits And Vegetables,Vegetables,Other Vegetables,Okra,1,123,29,90.5,1.8,0.2,4.1,3.4,0.6,70,0.5,31,52,138,5,0.41,1,8,15,0,91,0.05,0.04,0.6,40,40,0,12
"Okra (mabenda), fresh, raw",Other Vegetables,Other Vegetables,Other Fruits And Vegetables,Vegetables,Other Vegetables,Okra,0.74,136,32,90,2,0.2,3.5,3.7,0.7,81,0.8,57,63,303,8,0.6,1,9,19,0,112,0.1,0.06,1,88,88,0,21
"Okra (mabenda), fresh, stewed",Other Vegetables,Other Vegetables,Other Fruits And Vegetables,Vegetables,Other Vegetables,Okra,1,147,35,88.7,2.2,0.2,6.1,4,1.8,84,0.7,56,65,280,7,0.59,1,9,18,0,109,0.08,0.06,0.9,57,57,0,17
"Onion, mature, red skinned, peeled, fresh, raw",Other Vegetables,Other Vegetables,Other Fruits And Vegetables,Vegetables,Other Vegetables,Onion,1,177,42,87.9,1.5,0.1,7.6,2.3,0.6,26,0.9,19,40,152,5,0.16,1,1,2,0,10,0.02,0.04,0.3,14,14,0,7
"Onion, spring, raw",Other Vegetables,Other Vegetables,Other Fruits And Vegetables,Vegetables,Other Vegetables,Onion,0.78,130,31,90.8,1.8,0.3,4.1,2.3,0.7,44,1.3,14,34,225,12,0.3,1,53,105,0,632,0.04,0.06,0.6,48,48,0,26
"Pumpkin (malenge), flesh, yellow without seeds, boiled",Deep Orange Vegetables,Vitamin A-Rich Fruits And Vegetables,Vitamin A-Rich Fruits And Vegetables,Red And Orange,"Vitamin A-Rich Orange Vegetables, Roots And Tubers",Pumpkin,1,146,35,89.5,1.3,0.2,5.6,2.6,0.8,18,0.2,8,30,97,11,0.17,0,123,246,0,1479,0.05,0.04,0.5,27,27,0,6
"Pumpkin (malenge), flesh, yellow without seeds, raw",Deep Orange Vegetables,Vitamin A-Rich Fruits And Vegetables,Vitamin A-Rich Fruits And Vegetables,Red And Orange,"Vitamin A-Rich Orange Vegetables, Roots And Tubers",Pumpkin,0.8,134,32,90.3,1.2,0.2,5.2,2.4,0.7,17,0.2,12,31,178,14,0.21,1,126,252,0,1512,0.07,0.06,0.78,50,50,0,8
"Pumpkin (malenge), leaves, boiled",Dark Green Leafy Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Pumpkin,1,148,35,87.9,4,0.7,2.1,2.1,3.1,347,4,81,102,201,9,0.64,1,121,242,0,1453,0.04,0.07,0.9,17,17,0,5
"Pumpkin (malenge), leaves, raw",Dark Green Leafy Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Pumpkin,0.82,156,37,87.3,4.2,0.7,2.2,2.3,3.2,383,5.6,142,119,423,12,0.9,1,141,283,0,1695,0.07,0.12,1.49,36,36,0,12.3
"Pumpkin (malenge), leaves, steamed",Dark Green Leafy Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Pumpkin,1,135,32,89,3.7,0.6,1.9,2,2.8,316,3.9,111,98,313,9,0.7,1,111,221,0,1327,0.05,0.09,1,19,19,0,6
"Slenderleaf (mito mito), leaves, raw",Dark Green Leafy Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Slenderleaf,1,0,45,0,4.6,0.2,2.1,0,0,207,6.3,30,88,283,18,0.58,0,195,0,0,0,0.081,0.323,0.5035,0,81.9,0,26.7
"Spider plant (sageli, gragaa, dek), leaves, raw",Dark Green Leafy Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Spider plant,0.28,180,43,85,4.8,0.8,2.1,4.3,3,189,2.6,48,49,478,19,0.76,2,217,434,0,2603,0.1,0.12,1.3,346,346,0,64
"Spider plant (sageli, nsagaa, dek) plant, leaves, boiled",Dark Green Leafy Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Spider plant,1,172,41,85.7,4.6,0.7,2,4.1,2.9,171,1.9,27,42,228,13,0.54,2,186,372,0,2231,0.06,0.07,0.8,165,165,0,24
"Spider plant (sageli, nsagaa, dek) plant, leaves, steamed",Dark Green Leafy Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Spider plant,1,157,38,86.9,4.2,0.7,1.9,3.8,2.6,156,1.8,37,40,353,14,0.59,1,170,339,0,2037,0.07,0.09,0.9,181,181,0,31
"Spider plant, Amaranth & African Nightshade (Saget, Terere & Managu)",Dark Green Leafy Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Spider plant;Amaranth;Black nightshade,1,251,60,83,4.3,1.9,4.5,3.8,2.5,184,3.3,39,104,244,174,0.7,8,132,244,19,1350,0.02,0.22,0.4,80,80,0.25,16.1
"Spinach, leaves, boiled",Dark Green Leafy Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Spinach,1,118,28,89.3,2.9,0.4,1.2,4.3,1.9,131,1.4,45,27,300,46,0.47,0,179,357,0,2140,0.02,0.12,0.3,58,58,0,15
"Spinach, leaves, raw",Dark Green Leafy Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Spinach,0.74,112,27,89.8,2.8,0.4,1.1,4.1,1.8,131,1.7,72,28,570,59,1,1,189,377,0,2260,0.03,0.18,0.4,110,110,0,37
"Spinach, leaves, stewed",Dark Green Leafy Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Spinach,1,139,33,87.4,3.5,0.4,1.4,5.1,2.2,161,2.1,89,35,704,72,0.74,1,209,419,0,2510,0.03,0.21,0.5,95,95,0,27
"Spinach, stir-fried",Dark Green Leafy Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Spinach,1,307,74,84.4,2.8,5.4,2,3.3,2.1,99,3.7,66,47,299,870,0.62,1,142,284,0,1701,0.02,0.08,0.5,70,70,0,16.9
"Spinach, Swiss chard, leaves, boiled",Dark Green Leafy Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Swiss chard,1,108,26,89.8,3.3,0.2,0.8,3.8,2.1,117,3.5,49,47,183,704,0.58,1,180,360,0,2160,0.02,0.07,0.4,64,64,0,10
"Spinach, Swiss chard, leaves, raw",Dark Green Leafy Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Swiss chard,0.5,102,25,90.3,3.1,0.2,0.7,3.6,2,117,4.4,78,50,348,892,0.73,1,190,380,0,2280,0.03,0.1,0.6,121,121,0,24
"Spinach, Swiss chard, leaves, stewed",Dark Green Leafy Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Swiss chard,1,126,30,88,3.9,0.3,0.9,4.5,2.5,144,5.4,96,62,430,1101,0.9,1,211,422,0,2530,0.03,0.12,0.7,105,105,0,18
"Squash, butternut, peeled, flesh, baked",Deep Orange Vegetables,Vitamin A-Rich Fruits And Vegetables,Vitamin A-Rich Fruits And Vegetables,Red And Orange,"Vitamin A-Rich Orange Vegetables, Roots And Tubers",Butternut squash,1,214,51,85.1,1.7,0.1,9.2,2.9,1,21,1.2,19,23,390,9,0.23,1,169,339,0,2030,0.07,0.06,1.1,26,26,0,8
"Squash, butternut, peeled, flesh, boiled",Deep Orange Vegetables,Vitamin A-Rich Fruits And Vegetables,Vitamin A-Rich Fruits And Vegetables,Red And Orange,"Vitamin A-Rich Orange Vegetables, Roots And Tubers",Butternut squash,1,204,48,85.7,1.6,0.1,8.8,2.8,0.9,19,0.8,11,20,186,7,0.16,1,162,324,0,1940,0.05,0.04,0.7,18,18,0,6
"Squash, butternut, peeled, flesh, raw",Deep Orange Vegetables,Vitamin A-Rich Fruits And Vegetables,Vitamin A-Rich Fruits And Vegetables,Red And Orange,"Vitamin A-Rich Orange Vegetables, Roots And Tubers",Butternut squash,0.85,182,43,87.3,1.5,0.1,7.8,2.5,0.8,18,1,16,19,332,7.7,0.2,1,160,320,0,1920,0.07,0.06,1.02,31,31,0,8
"Squash, butternut, peeled, flesh, steamed",Deep Orange Vegetables,Vitamin A-Rich Fruits And Vegetables,Vitamin A-Rich Fruits And Vegetables,Red And Orange,"Vitamin A-Rich Orange Vegetables, Roots And Tubers",Butternut squash,1,204,48,85.7,1.6,0.1,8.8,2.8,0.9,19,0.9,16,21,317,7,0.2,1,162,324,0,1940,0.06,0.06,0.9,21,21,0,7
"Stinging nettle (thafai), leaves, boiled",Dark Green Leafy Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Stinging nettle,1,237,56,81.1,5.1,0.7,6.4,2,4.7,604,5.2,76,105,250,26,0.49,2,0,0,0,0,0.02,0.19,0.7,218,218,0,2
"Stinging nettle (thafai), leaves, raw",Dark Green Leafy Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Stinging nettle,0.75,248,59,80,5.4,0.7,6.7,2.1,4.9,668,7.2,133,122,524,36,1,2,2,3,0,0,0.04,0,1,457,457,0,5
"Stinging nettle (thafai), leaves, steamed",Dark Green Leafy Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Stinging nettle,1,216,51,82.8,4.7,0.6,5.8,1.8,4.3,552,5,104,101,387,27,0.54,2,0,0,0,0,0.03,0.24,0.7,238,238,0,2
"Sweet Potato (viazi tamu), leaves, raw",Dark Green Leafy Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Sweet potato,1,150,36,87.6,4.3,0.5,0.8,5.3,1.4,118,1,61,30,620,6,0.29,1,189,378,0,2270,0.1,0.35,1.1,1,1,0,11
"Tomato (nyanya), canned, whole contents",Other Vegetables,Other Vegetables,Other Fruits And Vegetables,Vegetables,Other Vegetables,Tomato,1,84,20,94,1,0.1,3.1,1.3,0.5,22,0.6,11,20,204,68,0.16,1,28,56,0,334,0,0,0.6,26,26,0,6
"Tomato (nyanya), green, boiled",Other Vegetables,Other Vegetables,Other Fruits And Vegetables,Vegetables,Other Vegetables,Tomato,1,121,29,91.3,1.4,0.3,4.2,2.1,0.8,10,0.4,10,26,144,13,0.15,10,3,6,0,37,0.07,0.04,0.4,6,6,0,14
"Tomato (nyanya), green, raw",Other Vegetables,Other Vegetables,Other Fruits And Vegetables,Vegetables,Other Vegetables,Tomato,0.98,95,23,93.2,1.1,0.2,3.3,1.6,0.6,8,0.4,14,23,225,13,0.2,8,3,5,0,32,0.08,0.1,0.5,9,9,0,16
"Tomato (nyanya), red, ripe, boiled",Other Vegetables,Other Vegetables,Other Fruits And Vegetables,Vegetables,Other Vegetables,Tomato,1,118,28,91.8,1.3,0.3,4.2,1.8,0.7,10,0.8,7,28,81,20,0.35,0,30,61,0,365,0.04,0.04,0.5,16,16,0,21
"Tomato (nyanya), red, ripe, raw",Other Vegetables,Other Vegetables,Other Fruits And Vegetables,Vegetables,Other Vegetables,Tomato,0.98,92,22,93.6,1,0.2,3.3,1.4,0.5,8,0.9,9.5,25,126,21,0.37,0,26,53,0,316,0.04,0.04,0.5,25,25,0,25
"Tomato (nyanya), soup, condensed, canned",Other Vegetables,Other Vegetables,Other Fruits And Vegetables,Vegetables,Other Vegetables,Tomato,1,227,54,84,1,0.3,10.8,1.9,2.3,10,0.4,13,21,290,545,0.3,0.5,11,22,0,130,0.3,0,1.3,3,3,0,4
"Tomato, canned, whole contents",Other Vegetables,Other Vegetables,Other Fruits And Vegetables,Vegetables,Other Vegetables,Tomato,1,84,20,94,1,0.1,3.1,1.3,0.5,22,0.6,11,20,204,68,0.16,1,28,56,0,334,0,0,0.6,26,26,0,6
"Tree Tomato (nyanya), dark red skin, peeled, raw",Other Vegetables,Other Vegetables,Other Fruits And Vegetables,Vegetables,Other Vegetables,Tree tomato,0.4,177,43,85.6,2.1,0.3,4.6,6.5,0.9,56,1,19,51,133,20,0.4,0,45,91,0,546,0.13,0.1,1.6,63,63,0,12.6
"Vine (African) spinach (nderema), picked leaves, raw",Dark Green Leafy Vegetables,Dark Green Leafy Vegetables,Vitamin A-Rich Fruits And Vegetables,Dark Green,Dark Green Leafy Vegetables,Vine spinach,0.94,117,28,90.4,3.4,0.7,0.2,3.7,1.6,267,10.9,40,56,446,8,0.5,0,184,369,0,2210,0.1,0.2,0.9,71,71.3,0,79.8
Stewed Mushrooms in Peanut Butter (Obwoba),Other Vegetables,Other Vegetables,Other Fruits And Vegetables,Vegetables;Nuts And Peanuts,Other Vegetables,Mushroom;Groundnut,1,487,117,73.3,4.9,6.3,8.3,3.8,3.4,38,1.4,47,130,408,822,0.54,15,6,12,0,69,0.17,0.35,2.2,27,27,0,6.7
Okra Meat Dish,Other Vegetables;Red Meat,"Meat, Poultry And Fish;Other Vegetables","Meat, Poultry And Fish;Other Fruits And Vegetables",Vegetables;Red Meat,Other Vegetables,Okra;Cow,1,394,94,80.1,8.2,5.1,3.2,1.3,2.1,23,5.2,24,126,199,559,1.65,8,15,28,3,151,0.03,0.1,1.7,13,13,0.51,9.3
"Split Dal, stewed",Whole Grains,"Pulses (Beans, Peas And Lentils)",Legumes And Nuts,Whole Cereals,Whole Grains,Lentil,1,291,69,81.8,3.7,1.9,8.1,2.7,1.9,22,1.2,21,54,142,459,0.42,6,9,18,0,105,0.05,0.03,0.3,31,31,0,4.8
"Amaranth (terere), whole grain, dry, raw",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Amaranth,1,1520,360,10,14.7,5.6,59.2,7.5,3.1,162,9.5,270,397,413,3,2.5,21,0,0,0,0,0.07,0.21,0.5,82,82,0,1
"Amaranth (terere), whole grain, dry, stewed",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Amaranth,1,510,121,69.8,4.9,1.9,19.9,2.5,1.1,56,3.2,91,133,139,3,0.85,7,0,0,0,0,0.02,0.07,0.2,22,22,0,0
"Amaranth (terere), whole grain, flour",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Amaranth,1,1540,365,10.2,13.8,6.3,59.6,7.1,3,161,8.9,259,405,461,3,2.7,20,0,0,0,1,0.08,0.15,0.7,0,0,0,1
Ashir,Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Wheat,1,529,125,68.2,2.7,0.9,25.8,1.2,1.2,18,0.2,9,29,39,128,0.21,1,5,5,5,2,0.02,0.03,0.1,3,3,0.06,0
Basic Mandazi,Purchased Deep-Fried Foods;Refined Grains And Baked Goods,Others,Others,No PHDI Assignment,Deep-Fried Foods,No Species Assignment,1,1430,340,28.2,6.4,12.9,48.7,2.1,1.7,136,3.5,19,331,350,241,0.52,0,48,48,48,1,0.46,0.29,3,0,17,0.4,0
Bhajia,Purchased Deep-Fried Foods,Others,Others,Tubers And Potatoes,Deep-Fried Foods,No Species Assignment,1,1960,471,15.1,8.6,31,37.1,4.8,3.5,29,3,39,132,783,587,0.78,2,5,9,1,50,0.17,0.09,1.8,81,81,0,8.2
"Bread, Brown",Refined Grains And Baked Goods,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Baked/Grain-Based Sweets,Wheat,1,1040,245,36,8,1.5,46.9,5.9,1.7,56,2.6,58,134,191,446,1.3,13,0,0,0,0,0.22,0.01,3.4,37,37,0.05,0
"Bread, Sweet",Refined Grains And Baked Goods,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Baked/Grain-Based Sweets,Wheat,1,1540,368,23.5,8.3,14.4,50.6,1.5,1.8,80,1.9,18,147,227,369,0.8,20,74,77,70,43,0.2,0.16,2.3,33,33,0.23,0.6
"Bread, White",Refined Grains And Baked Goods,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Baked/Grain-Based Sweets,Wheat,1,1050,249,36.9,7.7,1.9,48.8,3.1,1.7,37,1.7,27,95,120,466,0.8,10,0,0,0,0,0.16,0.06,3.8,28,28,0.07,0
"Breakfast cereal, flakes of corn",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Maize,1,1580,373,3.5,7.5,0.7,83,2.6,2.8,3,0.4,13,45,110,1090,0.2,9,10,21,0,125,0,0.08,0.8,4,4,0,0
"Breakfast cereal, flakes of corn, fortified",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Maize,1,1580,372,3.5,7.5,0.7,82.6,2.95,2.8,3.2,10.2,13,45,110,1090,0.2,5.5,11,21,0,128,1,1.5,17.7,422,4,0,0
"Breakfast cereal, wheat biscuits, Weetabix type",Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Wheat,1,1550,366,3.8,11.5,1.9,70.7,9.9,2.1,30,7.6,125,308,392,360,2,5.1,0,0,0,0,1,1.24,11,53,53,0,0
Brown Chapati,Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Wheat,1,1723,413,20.5,7.3,22.9,40.9,7.2,1.2,23,2.4,76,182,213,120,1.5,25,1,1,1,1,0.29,0.08,2,36,0,0,0
Brown Ugali (Maize and Finger Millet Flour),Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Maize;Finger millet,1,562,133,64,3.1,1.3,24,6.6,1,79,2.9,48,112,158,6,0.73,5,0,0,0,0,0.07,0.02,1.2,24,24,0,0
Bulrush Millet Porridge (Uji wa Mawele),Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Bulrush millet,1,350,83,79.2,2,1,15.7,1.6,0.6,9,6,17,49,55,5,0.77,7,0,0,0,0,0.04,0.03,0.3,21,21,0,0.4
Busara (Whole Maize and Finger Millet Porridge),Whole Grains,"Grains, White Roots And Tubers And Plantains","Grains, White Roots And Tubers And Plantains",Whole Cereals,Whole Grains,Maize;Finger millet,1,170,40,88.6,1,0.3,7.3,2.5,0.4,60,1.9,20,32,41,4,0.22,2,0,0,0,0,0.02,0.01,0.5,8,8,0,0
